7;18530;88408;2,86;TAK;TAK;TAK;12.06.2017
366;26908;178552;2,86;TAK;NIE;NIE;12.06.2017
399;11875;135211;2,86;NIE;TAK;TAK;12.06.2017
596;15521;248146;2,86;TAK;NIE;NIE;12.06.2017
665;3777;152128;2,86;TAK;TAK;TAK;12.06.2017
778;19241;81449;2,86;NIE;NIE;NIE;12.06.2017
1147;3916;67021;2,86;NIE;TAK;TAK;12.06.2017
1196;25619;237773;2,86;NIE;NIE;NIE;12.06.2017
1216;18283;156773;2,86;NIE;NIE;TAK;12.06.2017
1227;5978;194388;2,86;TAK;TAK;NIE;12.06.2017
1295;17917;157754;2,86;NIE;TAK;TAK;12.06.2017
1372;6071;185758;2,86;NIE;NIE;NIE;12.06.2017
1669;15422;183539;2,86;NIE;TAK;TAK;12.06.2017
1715;7306;235184;2,86;TAK;TAK;NIE;12.06.2017
1877;23728;108751;2,86;TAK;TAK;TAK;12.06.2017
1880;13543;88035;2,86;NIE;NIE;NIE;12.06.2017
1890;17224;58188;2,86;NIE;NIE;TAK;12.06.2017
2084;18223;249790;2,86;NIE;NIE;NIE;12.06.2017
2148;739;100300;2,86;TAK;NIE;TAK;12.06.2017
2438;26303;216036;2,86;NIE;NIE;NIE;12.06.2017
2768;24779;191884;2,86;NIE;NIE;TAK;12.06.2017
2784;22879;76024;2,86;NIE;NIE;NIE;12.06.2017
2789;1476;135430;2,86;NIE;TAK;TAK;12.06.2017
2960;7467;109391;2,86;NIE;NIE;NIE;12.06.2017
3214;16366;186444;2,86;NIE;NIE;TAK;12.06.2017
3339;21594;118890;2,86;TAK;TAK;NIE;12.06.2017
3415;5957;143301;2,86;NIE;TAK;TAK;12.06.2017
3520;21484;185108;2,86;TAK;NIE;NIE;12.06.2017
3599;9133;132619;2,86;NIE;TAK;TAK;12.06.2017
3664;28415;85112;2,86;NIE;NIE;NIE;12.06.2017
3708;11840;59062;2,86;TAK;NIE;TAK;12.06.2017
3875;10436;167288;2,86;TAK;TAK;NIE;12.06.2017
3956;20336;56138;2,86;TAK;NIE;TAK;12.06.2017
4062;2732;233544;2,86;NIE;NIE;NIE;12.06.2017
4346;798;81000;2,86;NIE;NIE;TAK;12.06.2017
4700;16206;101420;2,86;NIE;NIE;NIE;12.06.2017
4714;2663;181082;2,86;TAK;NIE;TAK;12.06.2017
4943;27803;128682;2,86;NIE;TAK;NIE;12.06.2017
4995;17479;80149;2,86;TAK;TAK;TAK;12.06.2017
4996;25554;65066;2,86;TAK;NIE;NIE;12.06.2017
5036;13630;180148;2,86;TAK;NIE;TAK;12.06.2017
5159;8953;58012;2,86;NIE;TAK;NIE;12.06.2017
5315;5471;146067;2,86;NIE;TAK;TAK;12.06.2017
5388;12138;172263;2,86;TAK;NIE;NIE;12.06.2017
5472;8357;56990;2,86;NIE;NIE;TAK;12.06.2017
5577;7000;59353;2,86;TAK;TAK;NIE;12.06.2017
5680;16689;115479;2,86;TAK;NIE;TAK;12.06.2017
5812;21107;180764;2,86;NIE;NIE;NIE;12.06.2017
5889;21867;59145;2,86;NIE;TAK;TAK;12.06.2017
6180;14821;133323;2,86;NIE;NIE;NIE;12.06.2017
6234;9501;72819;2,86;NIE;NIE;TAK;12.06.2017
6239;22236;58297;2,86;TAK;TAK;NIE;12.06.2017
6275;18864;192680;2,86;TAK;TAK;TAK;12.06.2017
6323;19766;113512;2,86;TAK;TAK;NIE;12.06.2017
6639;7200;171182;2,86;TAK;TAK;TAK;12.06.2017
6663;20834;117582;2,86;TAK;TAK;NIE;12.06.2017
6671;598;53116;2,86;NIE;TAK;TAK;12.06.2017
6865;18714;196779;2,86;TAK;TAK;NIE;12.06.2017
7010;11114;91092;2,86;TAK;NIE;TAK;12.06.2017
7142;23493;219366;2,86;NIE;NIE;NIE;12.06.2017
7147;1318;168681;2,86;NIE;TAK;TAK;12.06.2017
7151;3339;215537;2,86;TAK;TAK;NIE;12.06.2017
7207;23788;109627;2,86;TAK;TAK;TAK;12.06.2017
7403;6339;175557;2,86;NIE;TAK;NIE;12.06.2017
7653;471;141683;2,86;TAK;TAK;TAK;12.06.2017
7701;15878;245425;2,86;NIE;TAK;NIE;12.06.2017
7707;24433;115182;2,86;NIE;TAK;TAK;12.06.2017
7771;19042;220089;2,86;TAK;TAK;NIE;12.06.2017
7886;9409;120368;2,86;NIE;NIE;TAK;12.06.2017
7913;16958;51771;2,86;NIE;TAK;NIE;12.06.2017
8098;759;219829;2,86;TAK;NIE;TAK;12.06.2017
8247;14920;142702;2,86;TAK;TAK;NIE;12.06.2017
8421;16519;169648;2,86;TAK;TAK;TAK;12.06.2017
8474;9369;199159;2,86;NIE;NIE;NIE;12.06.2017
8655;15506;96088;2,86;NIE;TAK;TAK;12.06.2017
8732;5702;118144;2,86;TAK;NIE;NIE;12.06.2017
8742;29962;51756;2,86;TAK;NIE;TAK;12.06.2017
8758;14851;51639;2,86;NIE;NIE;NIE;12.06.2017
8836;18622;128911;2,86;TAK;NIE;TAK;12.06.2017
8870;7671;63862;2,86;NIE;NIE;NIE;12.06.2017
8903;4345;225935;2,86;NIE;TAK;TAK;12.06.2017
8988;11898;140440;2,86;TAK;NIE;NIE;12.06.2017
9118;22385;95357;2,86;NIE;NIE;TAK;12.06.2017
9280;11370;118233;2,86;TAK;NIE;NIE;12.06.2017
9357;5111;142742;2,86;NIE;TAK;TAK;12.06.2017
9582;29393;119100;2,86;NIE;NIE;NIE;12.06.2017
9717;16408;156906;2,86;NIE;TAK;TAK;12.06.2017
9814;29777;194141;2,86;NIE;NIE;NIE;12.06.2017
9892;22684;92484;2,86;TAK;NIE;TAK;12.06.2017
9965;2066;238379;2,86;NIE;TAK;NIE;12.06.2017
10104;15343;227257;2,86;TAK;NIE;TAK;12.06.2017
10285;3717;63278;2,86;TAK;TAK;NIE;12.06.2017
10302;4789;237576;2,86;NIE;NIE;TAK;12.06.2017
10582;18679;196712;2,86;NIE;NIE;NIE;12.06.2017
10620;9421;89621;2,86;NIE;NIE;TAK;12.06.2017
10703;28673;78202;2,86;NIE;TAK;NIE;12.06.2017
10870;4557;56391;2,86;NIE;NIE;TAK;12.06.2017
11418;13155;111371;2,86;NIE;NIE;NIE;12.06.2017
11522;590;94569;2,86;NIE;NIE;TAK;12.06.2017
11577;14295;101264;2,86;NIE;TAK;NIE;12.06.2017
11869;18674;106301;2,86;TAK;TAK;TAK;12.06.2017
11940;3010;144898;2,86;NIE;NIE;NIE;12.06.2017
12092;17898;181985;2,86;TAK;NIE;TAK;12.06.2017
12177;19432;95442;2,86;TAK;TAK;NIE;12.06.2017
12181;7618;196984;2,86;TAK;TAK;TAK;12.06.2017
12350;26426;155573;2,86;TAK;NIE;NIE;12.06.2017
12351;667;50745;2,86;TAK;TAK;TAK;12.06.2017
12459;867;229108;2,86;TAK;TAK;NIE;12.06.2017
12463;22116;124423;2,86;TAK;TAK;TAK;12.06.2017
12521;26713;111415;2,86;NIE;TAK;NIE;12.06.2017
12634;18239;137787;2,86;NIE;NIE;TAK;12.06.2017
12782;21758;164353;2,86;TAK;NIE;NIE;12.06.2017
12847;16192;141885;2,86;NIE;TAK;TAK;12.06.2017
12863;1198;126186;2,86;NIE;TAK;NIE;12.06.2017
13020;14116;168761;2,86;TAK;NIE;TAK;12.06.2017
13230;28764;186300;2,86;TAK;NIE;NIE;12.06.2017
13414;4306;183624;2,86;TAK;NIE;TAK;12.06.2017
13448;12423;220828;2,86;NIE;NIE;NIE;12.06.2017
13651;16395;155256;2,86;TAK;TAK;TAK;12.06.2017
13960;20766;161366;2,86;TAK;NIE;NIE;12.06.2017
13979;23622;249360;2,86;TAK;TAK;TAK;12.06.2017
14073;17674;127562;2,86;TAK;TAK;NIE;12.06.2017
14199;27640;157141;2,86;TAK;TAK;TAK;12.06.2017
14243;2580;90410;2,86;NIE;TAK;NIE;12.06.2017
14250;10185;182314;2,86;NIE;NIE;TAK;12.06.2017
14316;28439;152040;2,86;NIE;NIE;NIE;12.06.2017
14636;12017;220722;2,86;NIE;NIE;TAK;12.06.2017
14783;2185;147327;2,86;TAK;TAK;NIE;12.06.2017
14801;8402;232632;2,86;TAK;TAK;TAK;12.06.2017
14867;15957;194569;2,86;TAK;TAK;NIE;12.06.2017
14911;13029;192722;2,86;NIE;TAK;TAK;12.06.2017
14980;29114;158154;2,86;TAK;NIE;NIE;12.06.2017
14994;27341;146452;2,86;NIE;NIE;TAK;12.06.2017
15019;1421;50697;2,86;TAK;TAK;NIE;12.06.2017
15114;5858;79301;2,86;TAK;NIE;TAK;12.06.2017
15258;21251;62055;2,86;NIE;NIE;NIE;12.06.2017
15571;28968;82727;2,86;TAK;TAK;TAK;12.06.2017
15574;23897;99655;2,86;NIE;NIE;NIE;12.06.2017
15730;2178;156844;2,86;NIE;NIE;TAK;12.06.2017
15946;15678;55529;2,86;NIE;NIE;NIE;12.06.2017
16375;21383;234410;2,86;NIE;TAK;TAK;12.06.2017
16391;7656;235773;2,86;TAK;TAK;NIE;12.06.2017
16507;9855;78645;2,86;NIE;TAK;TAK;12.06.2017
16551;37;230561;2,86;TAK;TAK;NIE;12.06.2017
16625;29760;94761;2,86;TAK;TAK;TAK;12.06.2017
16712;24359;57121;2,86;NIE;NIE;NIE;12.06.2017
16939;16830;90000;2,86;NIE;TAK;TAK;12.06.2017
17020;1065;87048;2,86;TAK;NIE;NIE;12.06.2017
17338;3884;129192;2,86;NIE;NIE;TAK;12.06.2017
17371;16525;119589;2,86;TAK;TAK;NIE;12.06.2017
17378;20267;133400;2,86;NIE;NIE;TAK;12.06.2017
17731;22456;195753;2,86;TAK;TAK;NIE;12.06.2017
18234;11551;52061;2,86;NIE;NIE;TAK;12.06.2017
18298;20299;134182;2,86;NIE;NIE;NIE;12.06.2017
18301;24875;159258;2,86;NIE;TAK;TAK;12.06.2017
18443;5439;93840;2,86;NIE;TAK;NIE;12.06.2017
18454;1071;239944;2,86;TAK;NIE;TAK;12.06.2017
18533;17035;218098;2,86;TAK;TAK;NIE;12.06.2017
18644;21124;175310;2,86;TAK;NIE;TAK;12.06.2017
18750;13493;238000;2,86;NIE;NIE;NIE;12.06.2017
18757;12308;173412;2,86;TAK;TAK;TAK;12.06.2017
18821;8573;104857;2,86;NIE;TAK;NIE;12.06.2017
18935;16864;135289;2,86;NIE;TAK;TAK;12.06.2017
19005;29252;79667;2,86;TAK;TAK;NIE;12.06.2017
19016;28303;146325;2,86;NIE;NIE;TAK;12.06.2017
19019;21601;245227;2,86;NIE;TAK;NIE;12.06.2017
19161;25736;126510;2,86;TAK;TAK;TAK;12.06.2017
19184;28851;52399;2,86;NIE;NIE;NIE;12.06.2017
20018;21939;240465;2,86;NIE;NIE;TAK;12.06.2017
20071;27144;175612;2,86;TAK;TAK;NIE;12.06.2017
20100;26893;84947;2,86;NIE;NIE;TAK;12.06.2017
20311;2566;193619;2,86;NIE;TAK;NIE;12.06.2017
20750;16727;161098;2,86;TAK;NIE;TAK;12.06.2017
20796;29330;133742;2,86;TAK;NIE;NIE;12.06.2017
20817;20301;85461;2,86;NIE;TAK;TAK;12.06.2017
20941;4613;160812;2,86;NIE;TAK;NIE;12.06.2017
21276;10203;93293;2,86;NIE;NIE;TAK;12.06.2017
21420;13854;100225;2,86;TAK;NIE;NIE;12.06.2017
21646;27185;225077;2,86;NIE;NIE;TAK;12.06.2017
22025;17606;222789;2,86;TAK;TAK;NIE;12.06.2017
22075;14913;121531;2,86;NIE;TAK;TAK;12.06.2017
22501;20108;210095;2,86;TAK;TAK;NIE;12.06.2017
22544;3381;62645;2,86;TAK;NIE;TAK;12.06.2017
22611;25071;242118;2,86;NIE;TAK;NIE;12.06.2017
22631;28348;149473;2,86;TAK;TAK;TAK;12.06.2017
22734;25171;50461;2,86;NIE;NIE;NIE;12.06.2017
22744;5604;168945;2,86;TAK;NIE;TAK;12.06.2017
22745;9252;118084;2,86;TAK;TAK;NIE;12.06.2017
22811;25763;126128;2,86;NIE;TAK;TAK;12.06.2017
22840;2930;197421;2,86;NIE;NIE;NIE;12.06.2017
22988;17672;206087;2,86;TAK;NIE;TAK;12.06.2017
23066;1142;172178;2,86;NIE;NIE;NIE;12.06.2017
23125;8508;171760;2,86;TAK;TAK;TAK;12.06.2017
23205;16060;102799;2,86;NIE;TAK;NIE;12.06.2017
23209;17397;188955;2,86;TAK;TAK;TAK;12.06.2017
23375;14338;150887;2,86;TAK;TAK;NIE;12.06.2017
23378;17322;131738;2,86;NIE;NIE;TAK;12.06.2017
23481;28370;60233;2,86;TAK;TAK;NIE;12.06.2017
23934;6927;168191;2,86;NIE;NIE;TAK;12.06.2017
23991;13333;81043;2,86;NIE;TAK;NIE;12.06.2017
24132;23209;100339;2,86;NIE;NIE;TAK;12.06.2017
24293;19275;127434;2,86;NIE;TAK;NIE;12.06.2017
24372;11704;124229;2,86;TAK;NIE;TAK;12.06.2017
24560;23625;150110;2,86;NIE;NIE;NIE;12.06.2017
24587;12233;211708;2,86;NIE;TAK;TAK;12.06.2017
24821;14290;70699;2,86;TAK;TAK;NIE;12.06.2017
25029;7326;64258;2,86;TAK;TAK;TAK;12.06.2017
25185;7579;98383;2,86;NIE;TAK;NIE;12.06.2017
25255;13524;107981;2,86;TAK;TAK;TAK;12.06.2017
25300;16572;220178;2,86;NIE;NIE;NIE;12.06.2017
25572;19975;122802;2,86;NIE;NIE;TAK;12.06.2017
25902;25647;171665;2,86;NIE;NIE;NIE;12.06.2017
25944;10409;122661;2,86;NIE;NIE;TAK;12.06.2017
26012;5585;57576;2,86;NIE;NIE;NIE;12.06.2017
26041;9010;230755;2,86;TAK;TAK;TAK;12.06.2017
26043;29332;127515;2,86;TAK;TAK;NIE;12.06.2017
26484;3250;248963;2,86;NIE;NIE;TAK;12.06.2017
26694;1733;133992;2,86;TAK;NIE;NIE;12.06.2017
27039;19735;168407;2,86;NIE;TAK;TAK;12.06.2017
27221;14868;207245;2,86;TAK;TAK;NIE;12.06.2017
27476;13228;51643;2,86;TAK;NIE;TAK;12.06.2017
27646;22244;157306;2,86;TAK;NIE;NIE;12.06.2017
27933;15754;184319;2,86;NIE;TAK;TAK;12.06.2017
28012;10616;113404;2,86;TAK;NIE;NIE;12.06.2017
28130;1381;174510;2,86;TAK;NIE;TAK;12.06.2017
28156;5918;182972;2,86;TAK;NIE;NIE;12.06.2017
28430;27904;160392;2,86;TAK;NIE;TAK;12.06.2017
28675;3966;159009;2,86;NIE;TAK;NIE;12.06.2017
28701;14310;95616;2,86;TAK;TAK;TAK;12.06.2017
28812;28794;124318;2,86;TAK;NIE;NIE;12.06.2017
28943;18375;152611;2,86;NIE;TAK;TAK;12.06.2017
29035;7684;74765;2,86;TAK;TAK;NIE;12.06.2017
29578;22169;191206;2,86;NIE;NIE;TAK;12.06.2017
29684;10871;130506;2,86;NIE;NIE;NIE;12.06.2017
29841;23155;139446;2,86;NIE;TAK;TAK;12.06.2017
97;4495;139955;3;NIE;TAK;NIE;12.06.2017
351;15025;218606;3;NIE;TAK;TAK;12.06.2017
368;13985;224476;3;NIE;NIE;NIE;12.06.2017
492;12142;223641;3;TAK;NIE;TAK;12.06.2017
551;12076;177672;3;TAK;TAK;NIE;12.06.2017
571;10773;53713;3;NIE;TAK;TAK;12.06.2017
953;17822;85481;3;TAK;TAK;NIE;12.06.2017
1116;18863;191977;3;NIE;NIE;TAK;12.06.2017
1136;15255;125284;3;NIE;NIE;NIE;12.06.2017
1144;2762;91112;3;NIE;NIE;TAK;12.06.2017
1164;1336;144081;3;NIE;NIE;NIE;12.06.2017
1285;1237;65266;3;TAK;TAK;TAK;12.06.2017
1379;28599;245502;3;NIE;TAK;NIE;12.06.2017
1627;2982;176378;3;NIE;TAK;TAK;12.06.2017
2070;29917;199220;3;NIE;NIE;NIE;12.06.2017
2211;29285;97195;3;NIE;TAK;TAK;12.06.2017
2219;28175;195636;3;NIE;TAK;NIE;12.06.2017
2296;1864;225301;3;NIE;NIE;TAK;12.06.2017
2468;255;194226;3;TAK;NIE;NIE;12.06.2017
3026;6381;50813;3;NIE;NIE;TAK;12.06.2017
3049;22191;124905;3;NIE;TAK;NIE;12.06.2017
3145;18543;133760;3;NIE;TAK;TAK;12.06.2017
3242;15725;103768;3;TAK;NIE;NIE;12.06.2017
3257;29228;165090;3;TAK;TAK;TAK;12.06.2017
3306;13437;234369;3;NIE;NIE;NIE;12.06.2017
3873;20268;218174;3;TAK;TAK;TAK;12.06.2017
3893;3597;95812;3;TAK;TAK;NIE;12.06.2017
